Index,Method,Time,Latency,Packet_Loss,Throughput,Energy_Consumption
5,Normal,4,300.00000185122076,1.641226317859286,129.83451183458075,1.2983451183458075
5,Normal,4,475.87780822022074,1,129.83451183458075,1.2983451183458075
6,Normal,4,300.000004278762,2.978352417898657,45.33720799070061,0.4533720799070061
6,Normal,4,454.17734048939093,2,45.33720799070061,0.4533720799070061
7,Normal,4,300.00000293149867,1.324336134005021,81.41276842322813,0.8141276842322813
7,Normal,4,404.5027311223177,1,81.41276842322813,0.8141276842322813
8,Normal,4,300.00000152170605,0.0,150.9324345617423,1.509324345617423
8,Normal,4,462.59784411546406,0.0,150.9324345617423,1.509324345617423
9,Normal,4,300.0000019790306,1.6341649407967478,122.68281852816011,1.2268281852816012
9,Normal,4,443.28695739221394,1,122.68281852816011,1.2268281852816012
0,Normal,5,300.00000155994974,0.0,148.2546258097297,1.482546258097297
0,Normal,5,461.8932330351663,0.0,148.2546258097297,1.482546258097297
1,Normal,5,300.000001606612,0.0,145.07680993666636,1.4507680993666636
1,Normal,5,405.64676378031874,0.0,145.07680993666636,1.4507680993666636
2,Normal,5,300.0000014309963,0.0,157.56853900350515,1.5756853900350516
2,Normal,5,433.01775763657,0.0,157.56853900350515,1.5756853900350516
3,Normal,5,300.00000143109395,0.0,157.5611680349515,1.575611680349515
3,Normal,5,401.343905886644,0.0,157.5611680349515,1.575611680349515
4,Normal,5,300.00000088437025,0.0,209.6769867132531,2.0967698671325308
4,Normal,5,455.7230347380654,0.0,209.6769867132531,2.0967698671325308
5,Normal,5,300.0000018486182,1.54725482522104,129.98545291467764,1.2998545291467765
5,Normal,5,447.97213577402636,1,129.98545291467764,1.2998545291467765
6,Normal,5,300.00000427771425,3.5106001988593896,45.35825851278431,0.4535825851278431
6,Normal,5,408.46544814312523,2,45.35825851278431,0.4535825851278431
7,Normal,5,300.0000029275066,1.1777500440509616,81.55183137679599,0.8155183137679599
7,Normal,5,434.1965696101987,1,81.55183137679599,0.8155183137679599
8,Normal,5,300.0000015220656,0.0,150.90694098637428,1.509069409863743
8,Normal,5,455.4978596575231,0.0,150.90694098637428,1.509069409863743
9,Normal,5,300.00000198283624,1.3705972257786723,122.47737274665832,1.2247737274665833
9,Normal,5,465.81053841116943,1,122.47737274665832,1.2247737274665833
0,Normal,6,300.0000015574189,0.0,148.42975338971996,1.4842975338971998
0,Normal,6,437.03119876737367,0.0,148.42975338971996,1.4842975338971998
1,Normal,6,300.00000160490407,0.0,145.19144841415044,1.4519144841415044
1,Normal,6,413.7090883768417,0.0,145.19144841415044,1.4519144841415044
2,Normal,6,300.0000014269964,0.0,157.87093157863896,1.5787093157863896
2,Normal,6,421.40054054221343,0.0,157.87093157863896,1.5787093157863896
3,Normal,6,300.0000014271139,0.0,157.86203649114603,1.5786203649114603
3,Normal,6,431.073501802106,0.0,157.86203649114603,1.5786203649114603
4,Normal,6,300.00000088403476,0.0,209.71812300845724,2.0971812300845722
4,Normal,6,426.8372707959935,0.0,209.71812300845724,2.0971812300845722
5,Normal,6,300.00000184602055,1.1496835421874916,130.13632498950466,1.3013632498950467
5,Normal,6,428.72551823930775,1,130.13632498950466,1.3013632498950467
6,Normal,6,300.00000427667004,3.7475125581738515,45.37924816198427,0.4537924816198427
6,Normal,6,418.67362917366614,2,45.37924816198427,0.4537924816198427
7,Normal,6,300.0000029288682,1.7923192108702497,81.50437435231223,0.8150437435231223
7,Normal,6,474.4606228656474,1,81.50437435231223,0.8150437435231223
8,Normal,6,300.0000015224356,0.0,150.8807146613059,1.5088071466130588
8,Normal,6,437.46321380954527,0.0,150.8807146613059,1.5088071466130588
9,Normal,6,300.00000198664264,1.6765946789864234,122.27230100657872,1.222723010065787
9,Normal,6,419.17280136548476,1,122.27230100657872,1.222723010065787
0,Normal,7,300.0000015548942,0.0,148.60474398700808,1.4860474398700807
0,Normal,7,459.37452615520385,0.0,148.60474398700808,1.4860474398700807
1,Normal,7,300.00000160320434,0.0,145.3056633040492,1.4530566330404922
1,Normal,7,443.19840329649236,0.0,145.3056633040492,1.4530566330404922
2,Normal,7,300.0000014229965,0.0,158.17418635684243,1.5817418635684244
2,Normal,7,454.53695022906726,0.0,158.17418635684243,1.5817418635684244
3,Normal,7,300.00000142313394,0.0,158.1637500211087,1.5816375002110872
3,Normal,7,408.8303864938496,0.0,158.1637500211087,1.5816375002110872
4,Normal,7,300.00000088371723,0.0,209.7570693628271,2.097570693628271
4,Normal,7,455.604077364756,0.0,209.7570693628271,2.097570693628271
5,Normal,7,300.000001843428,1.8513632089356507,130.28712614210625,1.3028712614210625
5,Normal,7,418.95346608053285,1,130.28712614210625,1.3028712614210625
6,Normal,7,300.0000042756293,3.1755589685277785,45.40017679889874,0.4540017679889874
6,Normal,7,466.40688667086624,2,45.40017679889874,0.4540017679889874
7,Normal,7,300.00000293023464,1.255168163804334,81.4567761834909,0.8145677618349091
7,Normal,7,472.9756515609461,1,81.4567761834909,0.8145677618349091
8,Normal,7,300.0000015228159,0.0,150.85375667151465,1.5085375667151464
8,Normal,7,420.26104410360097,0.0,150.85375667151465,1.5085375667151464
9,Normal,7,300.0000019904498,1.2815668496994927,122.06760231089014,1.2206760231089013
9,Normal,7,459.9243944430952,1,122.06760231089014,1.2206760231089013
0,Normal,8,300.0000015523757,0.0,148.77959429642618,1.4877959429642618
0,Normal,8,443.5300188869233,0.0,148.77959429642618,1.4877959429642618
1,Normal,8,300.00000160151274,0.0,145.41945132595959,1.454194513259596
1,Normal,8,432.46626318730097,0.0,145.41945132595959,1.454194513259596
2,Normal,8,300.00000141903934,0.0,158.47505245706398,1.58475052457064
2,Normal,8,402.8499833847,0.0,158.47505245706398,1.58475052457064
3,Normal,8,300.00000141915416,0.0,158.46631316028467,1.5846631316028468
3,Normal,8,437.1632261299038,0.0,158.46631316028467,1.5846631316028468
4,Normal,8,300.0000008834177,0.0,209.79382102471263,2.0979382102471265
4,Normal,8,453.48415691228894,0.0,209.79382102471263,2.0979382102471265
5,Normal,8,300.00000184431605,1.6711300315415625,130.23544635914567,1.3023544635914568
5,Normal,8,465.3066386012131,1,130.23544635914567,1.3023544635914568
6,Normal,8,300.000004274592,2.264451609965561,45.42104428439934,0.4542104428439934
6,Normal,8,405.35821782176504,2,45.42104428439934,0.4542104428439934
7,Normal,8,300.00000293181375,1.386801077636183,81.401801938044,0.81401801938044
7,Normal,8,411.98748305674974,1,81.401801938044,0.81401801938044
8,Normal,8,300.0000015232365,0.0,150.82395950603393,1.5082395950603393
8,Normal,8,458.3898090002917,0.0,150.82395950603393,1.5082395950603393
9,Normal,8,300.00000198655994,1.426009515061962,122.2767512647786,1.222767512647786
9,Normal,8,425.7453359158094,1,122.2767512647786,1.222767512647786
0,Normal,9,300.00000154986344,0.0,148.9543009868109,1.489543009868109
0,Normal,9,451.5511374520167,0.0,148.9543009868109,1.489543009868109
1,Normal,9,300.0000015998294,0.0,145.5328091950829,1.4553280919508291
1,Normal,9,415.2289987854642,0.0,145.5328091950829,1.4553280919508291
2,Normal,9,300.0000014151662,0.0,158.77036072120285,1.5877036072120285
2,Normal,9,478.07366096064294,0.0,158.77036072120285,1.5877036072120285
3,Normal,9,300.00000141517444,0.0,158.76973048160272,1.5876973048160272
3,Normal,9,417.5775357330826,0.0,158.76973048160272,1.5876973048160272
4,Normal,9,300.00000088313624,0.0,209.82837350291823,2.0982837350291823
4,Normal,9,431.0188456947584,0.0,209.82837350291823,2.0982837350291823
5,Normal,9,300.00000184521235,1.5977186131635908,130.18331310444762,1.3018331310444762
5,Normal,9,403.8543068816065,1,130.18331310444762,1.3018331310444762
6,Normal,9,300.0000042735582,2.315977223857825,45.44185047963324,0.4544185047963324
6,Normal,9,453.57720230375065,2,45.44185047963324,0.4544185047963324
7,Normal,9,300.0000029335231,1.8869926940415365,81.34233486236869,0.8134233486236869
7,Normal,9,430.45696903737706,1,81.34233486236869,0.8134233486236869
8,Normal,9,300.00000152366744,0.0,150.79343525882683,1.5079343525882685
8,Normal,9,409.12631896292453,0.0,150.79343525882683,1.5079343525882685
9,Normal,9,300.00000198267054,1.4733023554190663,122.48630877988317,1.2248630877988318
9,Normal,9,479.3917345591659,1,122.48630877988317,1.2248630877988318
0,Normal,10,300.00000154735744,0.0,149.12886070092605,1.4912886070092606
0,Normal,10,406.4165822606409,0.0,149.12886070092605,1.4912886070092606
1,Normal,10,300.00000159815426,0.0,145.64573362243183,1.4564573362243183
1,Normal,10,473.72147573297786,0.0,145.64573362243183,1.4564573362243183
2,Normal,10,300.0000014112937,0.0,159.06643657805998,1.5906643657805999
2,Normal,10,401.17063672017434,0.0,159.06643657805998,1.5906643657805999
3,Normal,10,300.00000141119483,0.0,159.07400659587896,1.5907400659587896
3,Normal,10,438.2869633595024,0.0,159.07400659587896,1.5907400659587896
4,Normal,10,300.00000088287277,0.0,209.86072256851546,2.0986072256851545
4,Normal,10,420.290926165535,0.0,209.86072256851546,2.0986072256851545
5,Normal,10,300.00000184611685,1.6916722221817637,130.13072777932817,1.3013072777932817
5,Normal,10,438.3345006632258,1,130.13072777932817,1.3013072777932817
6,Normal,10,300.0000042725279,2.6986068109933674,45.4625952460256,0.454625952460256
6,Normal,10,478.96166581594844,2,45.4625952460256,0.454625952460256
7,Normal,10,300.0000029352369,1.9008931773349438,81.28275535715366,0.8128275535715366
7,Normal,10,447.57348399031343,1,81.28275535715366,0.8128275535715366
8,Normal,10,300.00000152410877,0.0,150.76218518555405,1.5076218518555404
8,Normal,10,425.24473064526217,0.0,150.76218518555405,1.5076218518555404
9,Normal,10,300.0000019794088,1.9222899383874732,122.66238312691658,1.2266238312691657
9,Normal,10,459.1768137504468,1,122.66238312691658,1.2266238312691657
0,Normal,11,300.00000154485775,0.0,149.30327005538896,1.4930327005538897
0,Normal,11,412.25371437164193,0.0,149.30327005538896,1.4930327005538897
1,Normal,11,300.00000159701796,0.0,145.72240333173892,1.4572240333173891
1,Normal,11,423.0841484845837,0.0,145.72240333173892,1.4572240333173891
2,Normal,11,300.0000014083307,0.0,159.29353435960428,1.592935343596043
2,Normal,11,414.54882889957344,0.0,159.29353435960428,1.592935343596043
3,Normal,11,300.00000140721534,0.0,159.37914615222513,1.5937914615222513
3,Normal,11,477.6704513405284,0.0,159.37914615222513,1.5937914615222513
4,Normal,11,300.0000008845814,0.0,209.65110088461546,2.0965110088461545
4,Normal,11,450.20062814359386,0.0,209.65110088461546,2.0965110088461545
5,Normal,11,300.00000184702964,1.669526176288283,130.07769179407674,1.3007769179407676
5,Normal,11,408.5730609881116,1,130.07769179407674,1.3007769179407676
6,Normal,11,300.00000427150115,2.029389457121828,45.483278445280504,0.45483278445280506
6,Normal,11,413.4784703356201,2,45.483278445280504,0.45483278445280506
7,Normal,11,300.0000029369552,1.2024542805357765,81.22306398637579,0.812230639863758
7,Normal,11,454.1211367005936,1,81.22306398637579,0.812230639863758
8,Normal,11,300.00000152456045,0.0,150.73021057003223,1.5073021057003224
8,Normal,11,425.7316579974085,0.0,150.73021057003223,1.5073021057003224
9,Normal,11,300.0000019761498,1.5499684276571655,122.8386165941317,1.2283861659413169
9,Normal,11,462.02226622490144,1,122.8386165941317,1.2283861659413169
0,Normal,12,300.0000015423644,0.0,149.4775256405979,1.4947752564059789
0,Normal,12,403.16136935180265,0.0,149.4775256405979,1.4947752564059789
1,Normal,12,300.000001593193,0.0,145.98089956274833,1.4598089956274833
1,Normal,12,430.9045272487604,0.0,145.98089956274833,1.4598089956274833
2,Normal,12,300.00000140537287,0.0,159.5207225856387,1.5952072258563872
2,Normal,12,417.10497887016083,0.0,159.5207225856387,1.5952072258563872
3,Normal,12,300.000001403236,0.0,159.6851538384636,1.596851538384636
3,Normal,12,418.7557810037296,0.0,159.6851538384636,1.596851538384636
4,Normal,12,300.0000008863049,0.0,209.4400794952336,2.0944007949523358
4,Normal,12,478.8968188137287,0.0,209.4400794952336,2.0944007949523358
5,Normal,12,300.00000184795056,1.2199137363823662,130.02420656784284,1.3002420656784284
5,Normal,12,418.60558322747676,1,130.02420656784284,1.3002420656784284
6,Normal,12,300.00000427047786,3.9716465341075846,45.50389993938374,0.45503899939383746
6,Normal,12,413.7467094445144,2,45.50389993938374,0.45503899939383746
7,Normal,12,300.0000029386779,1.1238519558921558,81.16326131362544,0.8116326131362545
7,Normal,12,434.1768241769119,1,81.16326131362544,0.8116326131362545
8,Normal,12,300.0000015250225,0.0,150.69751272406415,1.5069751272406415
8,Normal,12,414.0026100330438,0.0,150.69751272406415,1.5069751272406415
9,Normal,12,300.00000197289353,1.7512420821898091,123.01500862903458,1.2301500862903458
9,Normal,12,428.10518669857163,1,123.01500862903458,1.2301500862903458
0,Normal,13,300.0000015398773,0.0,149.65162402066287,1.4965162402066288
0,Normal,13,432.09650665647814,0.0,149.65162402066287,1.4965162402066288
1,Normal,13,300.0000015893689,0.0,146.23997355367794,1.4623997355367795
1,Normal,13,468.0441845163356,0.0,146.23997355367794,1.4623997355367795
2,Normal,13,300.0000014024202,0.0,159.74799822224216,1.5974799822224217
2,Normal,13,462.2409865000435,0.0,159.74799822224216,1.5974799822224217
3,Normal,13,300.00000139925675,0.0,159.99203438154592,1.5999203438154592
3,Normal,13,409.34376354675146,0.0,159.99203438154592,1.5999203438154592
4,Normal,13,300.000000888043,0.0,209.2276778726066,2.092276778726066
4,Normal,13,410.93555439454445,0.0,209.2276778726066,2.092276778726066
5,Normal,13,300.0000018488797,1.6454777481857477,129.97027352852248,1.2997027352852248
5,Normal,13,455.31026205901935,1,129.97027352852248,1.2997027352852248
6,Normal,13,300.0000042694581,3.845306142204839,45.524459590605105,0.45524459590605104
6,Normal,13,448.222146616862,2,45.524459590605105,0.45524459590605104
7,Normal,13,300.000002940405,1.7636858139988378,81.10334790209704,0.8110334790209704
7,Normal,13,474.3608059006446,1,81.10334790209704,0.8110334790209704
8,Normal,13,300.00000152759645,0.0,150.51554526401824,1.5051554526401825
8,Normal,13,431.1968391135814,0.0,150.51554526401824,1.5051554526401825
9,Normal,13,300.00000196964,1.084010057023261,123.19155867060174,1.2319155867060174
9,Normal,13,418.4636760966993,1,123.19155867060174,1.2319155867060174
0,Normal,14,300.00000153739666,0.0,149.82556173333862,1.4982556173333863
0,Normal,14,478.6781768237821,0.0,149.82556173333862,1.4982556173333863
1,Normal,14,300.0000015855456,0.0,146.49962741685627,1.4649962741685627
1,Normal,14,445.9169471340278,0.0,146.49962741685627,1.4649962741685627
2,Normal,14,300.0000013994727,0.0,159.97535819360164,1.5997535819360165
2,Normal,14,403.5276655635741,0.0,159.97535819360164,1.5997535819360165
3,Normal,14,300.0000013959143,0.0,160.25049012393126,1.6025049012393127
3,Normal,14,403.2682142395762,0.0,160.25049012393126,1.6025049012393127
4,Normal,14,300.00000088979573,0.0,209.01391543043073,2.0901391543043073
4,Normal,14,448.5118905866308,0.0,209.01391543043073,2.0901391543043073
5,Normal,14,300.00000184981707,1.6124600771904185,129.91589411264465,1.2991589411264466
5,Normal,14,435.2053722331784,1,129.91589411264465,1.2991589411264466
6,Normal,14,300.00000426844184,3.3594732439564847,45.544957261499135,0.45544957261499136
6,Normal,14,403.3324038899859,2,45.544957261499135,0.45544957261499136
7,Normal,14,300.0000029421366,1.5504394367202514,81.04332431457843,0.8104332431457842
7,Normal,14,411.43138485934605,1,81.04332431457843,0.8104332431457842
8,Normal,14,300.0000015301765,0.0,150.33345838883352,1.5033345838883352
8,Normal,14,465.13891615799946,0.0,150.33345838883352,1.5033345838883352
9,Normal,14,300.00000196638916,1.7648680905676128,123.36826614919156,1.2336826614919156
9,Normal,14,456.64102290188083,1,123.36826614919156,1.2336826614919156
0,Normal,15,300.00000153492243,0.0,149.99933528995908,1.4999933528995908
0,Normal,15,413.3780987312946,0.0,149.99933528995908,1.4999933528995908
1,Normal,15,300.0000015817232,0.0,146.7598632743471,1.4675986327434711
1,Normal,15,440.56313297727667,0.0,146.7598632743471,1.4675986327434711
2,Normal,15,300.0000013965305,0.0,160.20279938159885,1.6020279938159885
2,Normal,15,464.4791260973395,0.0,160.20279938159885,1.6020279938159885
3,Normal,15,300.0000013925753,0.0,160.5093054359672,1.6050930543596722
3,Normal,15,451.2517770984238,0.0,160.5093054359672,1.6050930543596722
4,Normal,15,300.00000089156293,0.0,208.7988115200789,2.087988115200789
4,Normal,15,433.62591118977656,0.0,208.7988115200789,2.087988115200789
5,Normal,15,300.0000018507626,1.1381582729416475,129.86106976525667,1.2986106976525666
5,Normal,15,443.36060534921376,1,129.86106976525667,1.2986106976525666
6,Normal,15,300.00000426742906,3.1146322612593362,45.56539281490843,0.4556539281490843
6,Normal,15,464.8434036617455,2,45.56539281490843,0.4556539281490843
7,Normal,15,300.0000029438726,1.658452475530058,80.98319111344195,0.8098319111344194
7,Normal,15,462.33050788960406,1,80.98319111344195,0.8098319111344194
8,Normal,15,300.00000153276267,0.0,150.15125548067476,1.5015125548067476
8,Normal,15,401.13641661959383,0.0,150.15125548067476,1.5015125548067476
9,Normal,15,300.00000196314113,1.1062058729134023,123.54513048645536,1.2354513048645537
9,Normal,15,475.70125346405723,1,123.54513048645536,1.2354513048645537
0,Normal,16,300.00000153245463,0.0,150.17294117537648,1.5017294117537647
0,Normal,16,426.5956279538923,0.0,150.17294117537648,1.5017294117537647
1,Normal,16,300.00000157790174,0.0,147.02068325797003,1.4702068325797004
1,Normal,16,432.9965728816108,0.0,147.02068325797003,1.4702068325797004
2,Normal,16,300.0000013935935,0.0,160.43031862539414,1.6043031862539414
2,Normal,16,417.0579875186686,0.0,160.43031862539414,1.6043031862539414
3,Normal,16,300.00000138923986,0.0,160.76847936713835,1.6076847936713836
3,Normal,16,428.9325970438654,0.0,160.76847936713835,1.6076847936713836
4,Normal,16,300.00000089100064,0.0,208.8672106931415,2.0886721069314147
4,Normal,16,457.3545965065178,0.0,208.8672106931415,2.0886721069314147
5,Normal,16,300.00000185171626,1.8407777351177543,129.80580193981095,1.2980580193981095
5,Normal,16,403.3749929824362,1,129.80580193981095,1.2980580193981095
6,Normal,16,300.0000042664198,3.9775056927013708,45.585766113965136,0.45585766113965137
6,Normal,16,413.68578480091355,2,45.585766113965136,0.45585766113965137
7,Normal,16,300.00000294561295,1.4526399009649607,80.92294886063362,0.8092294886063363
7,Normal,16,478.39959533653024,1,80.92294886063362,0.8092294886063363
8,Normal,16,300.0000015353549,0.0,149.96893989309586,1.4996893989309588
8,Normal,16,410.86480255816303,0.0,149.96893989309586,1.4996893989309588
9,Normal,16,300.0000019598959,1.2708571740971468,123.72215109524714,1.2372215109524713
9,Normal,16,437.7353484025882,1,123.72215109524714,1.2372215109524713
0,Normal,17,300.0000015299933,0.0,150.3463758479009,1.5034637584790091
0,Normal,17,466.31913647675896,0.0,150.3463758479009,1.5034637584790091
1,Normal,17,300.0000015740811,0.0,147.28208950932083,1.4728208950932082
1,Normal,17,448.132056750459,0.0,147.28208950932083,1.4728208950932082
2,Normal,17,300.0000013906618,0.0,160.6579127210094,1.6065791272100942
2,Normal,17,436.0565400400596,0.0,160.6579127210094,1.6065791272100942
3,Normal,17,300.00000138590786,0.0,161.02801093634642,1.6102801093634642
3,Normal,17,426.74213953893775,0.0,161.02801093634642,1.6102801093634642
4,Normal,17,300.0000008904559,0.0,208.9335087141508,2.089335087141508
4,Normal,17,452.4686707622783,0.0,208.9335087141508,2.089335087141508
5,Normal,17,300.00000185267805,1.44892949372659,129.75009209804983,1.2975009209804984
5,Normal,17,426.8745836419578,1,129.75009209804983,1.2975009209804984
6,Normal,17,300.000004265414,3.4567475730387947,45.60607702209242,0.4560607702209242
6,Normal,17,421.98271214204834,2,45.60607702209242,0.4560607702209242
7,Normal,17,300.00000294735776,1.49230073255844,80.86259811766419,0.808625981176642
7,Normal,17,440.22640667729974,1,80.86259811766419,0.808625981176642
8,Normal,17,300.0000015379532,0.0,149.78651495115577,1.4978651495115578
8,Normal,17,472.39507660441507,0.0,149.78651495115577,1.4978651495115578
9,Normal,17,300.0000019566534,1.3233137922429825,123.89932737953299,1.23899327379533
9,Normal,17,402.2772171696854,1,123.89932737953299,1.23899327379533
0,Normal,18,300.00000152753853,0.0,150.51963573924377,1.5051963573924376
0,Normal,18,417.9768471277251,0.0,150.51963573924377,1.5051963573924376
1,Normal,18,300.00000157026136,0.0,147.54408417979144,1.4754408417979143
1,Normal,18,473.736590674289,0.0,147.54408417979144,1.4754408417979143
2,Normal,18,300.0000013877355,0.0,160.88557842090876,1.6088557842090876
2,Normal,18,457.20973460303037,0.0,160.88557842090876,1.6088557842090876
3,Normal,18,300.00000138257946,0.0,161.28789913141088,1.6128789913141088
3,Normal,18,466.8824821088676,0.0,161.28789913141088,1.6128789913141088
4,Normal,18,300.00000088992886,0.0,208.99769774911096,2.0899769774911094
4,Normal,18,417.13004694864924,0.0,208.99769774911096,2.0899769774911094
5,Normal,18,300.000001853648,1.4304617287030814,129.69394170989102,1.2969394170989101
5,Normal,18,434.29656708692823,1,129.69394170989102,1.2969394170989101
6,Normal,18,300.0000042644118,2.3005889246189826,45.6263254030076,0.456263254030076
6,Normal,18,465.6746207949614,2,45.6263254030076,0.456263254030076
7,Normal,18,300.0000029491069,1.501729239447561,80.80213944559895,0.8080213944559895
7,Normal,18,458.139455386323,1,80.80213944559895,0.8080213944559895
8,Normal,18,300.00000154055743,0.0,149.60398395153564,1.4960398395153565
8,Normal,18,438.78583763633344,0.0,149.60398395153564,1.4960398395153565
